Tree_num,Species,meas_time,meas_loc,Obs#,Time,Date,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
6,PIPU,day,top,11,10:07:59,7/10/2025,-0.088093979,1.91965992,-0.092331091,-3.296488404,0.886012,1.036214,3.812573816,2.926561816,12.288628,10.507361,45.21553387,0.4417875,7.5,PSF-00471_20250710100759_dbb,0,0,0,66.737656,104.597923,0.36196,0.5,0.8,271.325216,1,20.31,23.75,30.41,28.08,28.08,84.32,80.9,-22.3,127.5,1874,3.954,9:59:13,7/10/2025,-0.6,1,-0.003,-0.006,-9999,1.366,10.332,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.441981,2.430455,1.063671,0.563014,0.220032,-0.029255,0.208348,1.670771,66.737656,0.000819,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710100759_dbb,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
6,PIPU,day,bottom,12,10:08:09,7/10/2025,-0.056532462,1.91965992,-0.058247814,-2.576346196,0.909119,1.026479,4.519100895,3.609981895,12.17282,10.781069,53.58829473,0.4417875,7.5,PSF-00471_20250710100809_359,0,0,0,25.801064,111.73439,0.769086,0.5,0.8,32.9168808,1,20.77,23.45,30.47,31.03,31.03,84.33,80.9,-19,123.5,107,3.96,9:59:13,7/10/2025,-0.6,1,0.001,-9999,-9999,-0.086,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.441517,2.431164,1.064091,0.568358,0.219539,0.006187,0.209336,0.197545,25.801064,0.00086,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710100809_359,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
7,HEAR,day,top,13,10:08:45,7/10/2025,-0.04738386,1.91783648,-0.048584227,-1.431931751,1.018862,1.084087,3.438682357,2.419820357,12.855751,12.082278,40.77650133,0.4417875,7.5,PSF-00471_20250710100845_7a7,0,0,0,50.885437,121.555923,0.581383,0.5,0.8,387.6661844,1,23,24.48,30.68,26.32,26.32,84.33,80.8,-23,128.5,1667,3.959,9:59:13,7/10/2025,-0.6,1,0.001,-9999,-9999,0.351,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.44305,2.434552,1.063356,0.561759,0.217762,-0.053547,0.213137,1.498093,50.885437,0.000841,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710100845_7a7,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
7,HEAR,day,bottom,14,10:09:08,7/10/2025,-0.029836782,1.91783648,-0.030308304,-1.245873463,1.003016,1.059779,4.359322002,3.356306002,12.566973,11.893873,51.69360846,0.4417875,7.5,PSF-00471_20250710100908_f7b,0,0,0,57.327034,195.774078,0.707178,0.5,0.8,51.4825584,1,22.49,23.76,30.8,30.4,30.4,84.33,80.8,-20.5,125.4,182,3.959,9:59:13,7/10/2025,-0.6,1,0.014,0.019,-9999,0.289,0.736,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.441947,2.433758,1.063183,0.565836,0.216704,-0.005722,0.215513,0.259373,57.327034,0.000882,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710100908_f7b,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
8,TICO,day,top,15,10:09:41,7/10/2025,0.201717852,1.91965992,0.182536878,8.359184936,1.414318,1.035813,5.126383533,3.712065533,12.282666,16.770983,60.78955927,0.4417875,7.5,PSF-00471_20250710100941_6c3,0,0,0,91.846344,109.569672,0.161754,0.5,0.8,122.609532,1,31.37,22.98,30.99,33.26,33.26,84.33,80.9,76.4,5.6,1895,3.958,10:09:36,7/10/2025,1.82,0,0.18,0.093,0.053,1.912,90.168,43.885,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440729,2.443302,1.063559,0.748395,0.215119,0.027905,0.218891,1.687982,91.846344,0.000839,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710100941_6c3,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
8,TICO,day,bottom,16,10:09:51,7/10/2025,0.05855877,1.91965992,0.056825327,2.336806945,1.141354,1.035199,4.493403632,3.352049632,12.275978,13.534815,53.28357206,0.4417875,7.5,PSF-00471_20250710100951_922,0,0,0,70.080399,164.794922,0.574742,0.5,0.8,31.7257584,1,25.24,22.89,31.04,30.93,30.93,84.33,80.9,79.6,1.6,138,3.958,10:09:36,7/10/2025,1.82,0,0,0.001,-9999,0.679,1.58,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440591,2.434236,1.063625,0.755276,0.21465,-0.002154,0.219858,0.223316,70.080399,0.000859,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710100951_922,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
9,ACGR,day,top,17,10:10:16,7/10/2025,0.15727111,1.921482,0.145372534,6.85638043,1.327222,1.016804,5.152315051,3.825093051,12.056621,15.737354,61.08981564,0.4417875,7.5,PSF-00471_20250710101016_ccf,0,0,0,105.186584,139.713409,0.247126,0.5,0.8,177.2387672,1,29.13,22.32,31.17,33.35,33.35,84.34,81,70.6,12.7,1793,3.957,10:09:36,7/10/2025,1.82,0,0.002,-9999,-9999,2.286,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4397,2.440021,1.064232,0.736228,0.213568,0.026753,0.222269,1.602782,105.186584,0.000834,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101016_ccf,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
9,ACGR,day,bottom,18,10:10:25,7/10/2025,0.05292361,1.91965992,0.051503691,2.19204952,1.142837,1.043249,4.610052117,3.467215117,12.370043,13.55088,54.66032863,0.4417875,7.5,PSF-00471_20250710101025_c29,0,0,0,61.236977,154.379364,0.603334,0.5,0.8,40.0613776,1,25.02,22.84,31.22,31.38,31.38,84.34,80.9,79.5,1.7,166,3.957,10:09:36,7/10/2025,1.82,0,0.001,-0.001,-9999,0.374,0.848,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440489,2.433887,1.064196,0.755235,0.213165,0.001281,0.22311,0.246036,61.236977,0.000876,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101025_c29,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
10,PODE,day,top,19,10:10:39,7/10/2025,0.208609856,1.91601168,0.188127116,7.112294746,1.345114,1.021983,4.424655763,3.079541763,12.118028,15.949512,52.46212666,0.4417875,7.5,PSF-00471_20250710101039_7cc,0,0,0,90.533493,152.885559,0.407835,0.5,0.8,302.776704,1,29.32,22.28,31.29,30.66,30.66,84.34,80.7,79.8,1.2,1856,3.928,10:09:36,7/10/2025,1.82,0,0.006,0.009,-9999,-11.976,-7.041,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439621,2.440284,1.062792,0.755684,0.212545,-0.008665,0.224459,1.655692,90.533493,0.000834,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101039_7cc,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
10,PODE,day,bottom,20,10:10:47,7/10/2025,0.251677706,1.91783648,0.222481461,7.83850259,1.36865,1.013079,4.240911589,2.872261589,12.012836,16.229113,50.28947693,0.4417875,7.5,PSF-00471_20250710101047_818,0,0,0,76.122162,253.271347,0.699444,0.5,0.8,42.8059728,1,29.77,22.04,31.33,29.92,29.92,84.33,80.8,79.8,1.3,153,3.956,10:09:36,7/10/2025,1.82,0,0.003,-9999,-9999,0.004,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439251,2.440943,1.063498,0.755704,0.212253,-0.018189,0.22514,0.235384,76.122162,0.000869,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101047_818,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
11,GYDI,day,top,21,10:11:22,7/10/2025,0.171105933,1.91965992,0.157102815,7.356835033,1.422691,1.089591,5.216184129,3.793493129,12.919797,16.869524,61.85443056,0.4417875,7.5,PSF-00471_20250710101122_d94,0,0,0,128.175613,163.567184,0.216373,0.5,0.8,158.817782,1,30.69,23.5,31.48,33.57,33.57,84.33,80.9,79.9,1.2,1835,3.956,10:09:36,7/10/2025,1.82,0,-0.001,-0.002,-9999,-3.599,-5.034,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.441479,2.442259,1.063708,0.75593,0.211021,0.025668,0.22868,1.637675,128.175613,0.000834,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101122_d94,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
11,GYDI,day,bottom,22,10:11:32,7/10/2025,0.068798326,1.91965992,0.066417984,2.681414691,1.232825,1.111137,4.521677647,3.288852647,13.175079,14.61797,53.61249286,0.4417875,7.5,PSF-00471_20250710101132_3fa,0,0,0,72.303413,239.496231,0.698102,0.5,0.8,48.5878992,1,26.53,23.92,31.52,31.04,31.04,84.34,80.9,79.4,1.9,174,3.956,10:09:36,7/10/2025,1.82,0,0.002,-9999,-9999,0.039,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.442099,2.43614,1.064064,0.754943,0.210694,-0.006651,0.229537,0.253281,72.303413,0.00086,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101132_3fa,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
12,PODE,day,top,23,10:11:51,7/10/2025,0.308835098,1.91965992,0.266035308,7.223086019,1.404004,1.076876,3.625668175,2.221664175,12.76865,16.647446,42.98871442,0.4417875,7.5,PSF-00471_20250710101151_f83,0,0,0,82.396027,264.224396,0.688159,0.5,0.8,462.7181116,1,30.09,23.08,31.59,27.22,27.22,84.34,80.9,79.7,1.5,1681,3.955,10:09:36,7/10/2025,1.82,0,0.003,0.002,-9999,-0.59,-0.511,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440816,2.441373,1.063686,0.755543,0.21007,-0.054133,0.231361,1.50977,82.396027,0.000857,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101151_f83,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
12,PODE,day,bottom,24,10:11:59,7/10/2025,0.340286089,1.92330272,0.289130763,8.464954757,1.427116,1.044825,3.819242733,2.392126733,12.389497,16.922697,45.28925333,0.4417875,7.5,PSF-00471_20250710101159_124,0,0,0,73.569778,278.808838,0.736128,0.5,0.8,104.8246272,1,30.55,22.36,31.61,28.11,28.11,84.33,81.1,79.7,1.7,356,3.955,10:09:36,7/10/2025,1.82,0,0.009,-9999,-9999,0.755,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439719,2.442036,1.064998,0.755512,0.20989,-0.043806,0.232027,0.404777,73.291183,0.000871,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101159_124,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
13,ACGR,day,top,25,10:12:22,7/10/2025,0.080265152,1.92330272,0.077049641,4.63391444,1.268359,1.058694,6.118052003,4.849693003,12.554586,15.040916,72.54893873,0.4417875,7.5,PSF-00471_20250710101222_db1,0,0,0,64.784645,74.494957,0.130349,0.5,0.8,100.4730092,1,27.01,22.55,31.7,36.45,36.45,84.33,81.1,77.2,4.8,1927,3.955,10:09:36,7/10/2025,1.82,0,0,0,-9999,-0.082,-0.328,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439987,2.436831,1.065145,0.750154,0.209148,0.060334,0.234169,1.714943,64.784645,0.000833,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101222_db1,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
13,ACGR,day,bottom,26,10:12:30,7/10/2025,0.053224443,1.921482,0.051789879,2.491580633,1.147074,1.034032,5.054946365,3.907872365,12.261661,13.602126,59.94244475,0.4417875,7.5,PSF-00471_20250710101230_f0f,0,0,0,46.942234,96.032021,0.511181,0.5,0.8,20.6517124,1,24.37,21.96,31.75,33.01,33.01,84.33,81,79.5,1.8,101,3.954,10:09:36,7/10/2025,1.82,0,0.001,0.002,-9999,0.451,0.877,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439088,2.432849,1.06443,0.755127,0.20878,0.015123,0.234954,0.19243,46.942234,0.000883,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101230_f0f,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
